,id,manufacturer,company_location,year_reviewed,bar_name,cocoa_percent,rating
709,1554,Dark Forest,U.S.A.,2015,Ecuador,70.0,3.25
710,1708,Dark Forest,U.S.A.,2016,Bolivia,75.0,3.25
711,907,Davis,U.S.A.,2012,West Africa,58.0,3.25
712,1093,Davis,U.S.A.,2013,Ghana,70.0,2.5
713,1093,Davis,U.S.A.,2013,Rainforest,70.0,2.75
714,1093,Davis,U.S.A.,2013,Venezuela,70.0,2.75
715,1462,De Mendes,Brazil,2015,"Nativo, Varzea",72.0,3.5
716,1462,De Mendes,Brazil,2015,"Selvagem, Jari",65.0,3.5
717,1832,De Villiers,South Africa,2016,Bundibugyo District,70.0,2.5
718,1832,De Villiers,South Africa,2016,"Sambirano Valley, batch 2477",70.0,3.0
719,170,Dean and Deluca (Belcolade),U.S.A.,2007,Madagascar,66.0,2.5
720,175,Dean and Deluca (Belcolade),U.S.A.,2007,Costa Rica,64.0,3.0
721,175,Dean and Deluca (Belcolade),U.S.A.,2007,Ecuador,71.0,3.0
722,175,Dean and Deluca (Belcolade),U.S.A.,2007,Ghana,60.0,3.0
723,180,Dean and Deluca (Belcolade),U.S.A.,2007,Papua New Guinea,64.0,3.0
724,180,Dean and Deluca (Belcolade),U.S.A.,2007,Peru,64.0,3.0
725,263,Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,66.0,3.75
726,423,Debauve & Gallais (Michel Cluizel),France,2009,Papua New Guinea,64.0,3.0
727,2222,Definite,Dominican Republic,2018,Elvesia,70.0,2.5
728,2222,Definite,Dominican Republic,2018,Duarte Province,70.0,2.5
729,2222,Definite,Dominican Republic,2018,Duarte Province,80.0,3.0
730,1916,Desbarres,Canada,2016,"Kilombero, batch 41",72.0,2.5
731,2422,Desbarres,Canada,2019,"Monte Grande, batch 178",72.0,3.0
732,166,DeVries,U.S.A.,2007,Costa Rica,77.0,3.5
733,166,DeVries,U.S.A.,2007,Dominican Republic,77.0,3.5
734,241,DeVries,U.S.A.,2008,Bolivian,80.0,2.75
735,661,Dick Taylor,U.S.A.,2011,Sambirano,80.0,2.75
736,682,Dick Taylor,U.S.A.,2011,Mantuano,75.0,2.75
737,769,Dick Taylor,U.S.A.,2011,La Red,74.0,3.0
738,769,Dick Taylor,U.S.A.,2011,Ecuador,70.0,3.25
739,895,Dick Taylor,U.S.A.,2012,Bolivia,75.0,2.75
740,1034,Dick Taylor,U.S.A.,2013,"Ecuador, Choc. Garage Exclusive",70.0,3.25
741,1193,Dick Taylor,U.S.A.,2013,Camino Verde,76.0,3.5
742,1235,Dick Taylor,U.S.A.,2014,Elvesia,74.0,3.5
743,1634,Dick Taylor,U.S.A.,2015,"Alto Beni, Wild Harvest, Limited Ed.",70.0,3.75
744,1864,Dick Taylor,U.S.A.,2016,Tien Giang,78.0,3.5
745,1952,Dick Taylor,U.S.A.,2017,Lanquin Estate,70.0,3.75
746,1972,Dick Taylor,U.S.A.,2017,"Fazenda Camboa, Bahia, batch 17009",75.0,3.75
747,2016,Dick Taylor,U.S.A.,2017,"Solomon Is.,batch 17158, N.Vela",72.0,4.0
748,2258,Dick Taylor,U.S.A.,2018,"Vanua Levu, Matasawalevu",80.0,3.75
749,2434,Dick Taylor,U.S.A.,2019,"Akesson P., Sambirano",72.0,3.75
750,2270,Dick Taylor,U.S.A.,2019,"Maya Mtn, Toledo",72.0,4.0
751,2466,Dick Taylor,U.S.A.,2020,"Northerner, Madagascar and Brazil",73.0,3.5
752,2554,Dick Taylor,U.S.A.,2021,"Bachelor's Hall, batch 20240",75.0,3.75
753,2656,Dick Taylor,U.S.A.,2021,"Soconusco, Rayen Cacao Co-op, batch 21154",72.0,4.0
754,2406,Diogo Vaz,Sao Tome & Principe,2019,"Sao Tome, Grand Cru Plantation, amelonado",75.0,2.5
755,2402,Diogo Vaz,Sao Tome & Principe,2019,"Sao Tome, unroasted, batch UNR-18-003",70.0,2.75
756,2402,Diogo Vaz,Sao Tome & Principe,2019,"Sao Tome, batch OST-18-01",65.0,3.0
757,2406,Diogo Vaz,Sao Tome & Principe,2019,"Sao Tome, batch TRI-18-002, trinitario",75.0,3.0
758,1371,Doble & Bignall,U.K.,2014,"Panama, Raven",72.0,3.25
759,1371,Doble & Bignall,U.K.,2014,"Puerto Cabello, Mantuano",72.0,3.25
760,1407,Doble & Bignall,U.K.,2014,Johe,72.0,3.5
761,1688,Doble & Bignall,U.K.,2015,Puerto Cabello,85.0,3.0
762,311,Dole (Guittard),U.S.A.,2009,"O'ahu Island, N. Shore, Waialua Estate",70.0,3.75
763,63,Dolfin (Belcolade),Belgium,2006,Noir,70.0,1.5
764,304,Dolfin (Belcolade),Belgium,2008,"Africa, West Africa",88.0,3.0
765,87,Domori,Italy,2006,Sur del Lago Classificado,70.0,3.0
766,87,Domori,Italy,2006,Apurimac,70.0,3.25
767,87,Domori,Italy,2006,Carenero Superior,70.0,3.5
768,129,Domori,Italy,2007,"Ocumare 61, Puertomar",75.0,3.25
769,135,Domori,Italy,2007,Granella,60.0,3.25
770,135,Domori,Italy,2007,Madagascar,70.0,3.5
771,192,Domori,Italy,2007,Madagared,70.0,3.5
772,192,Domori,Italy,2007,"Java, Javablond",70.0,3.75
773,111,Domori,Italy,2007,Porcelana,70.0,4.0
774,192,Domori,Italy,2007,Ecuador,70.0,4.0
775,192,Domori,Italy,2007,"Ocumare 67, Puertofino",70.0,4.0
776,227,Domori,Italy,2008,"Carupano, H. San Jose",70.0,3.0
777,272,Domori,Italy,2008,Teyuna,70.0,3.0
778,272,Domori,Italy,2008,Blend No. 1,78.0,3.5
779,272,Domori,Italy,2008,Ilblend,70.0,3.75
780,470,Domori,Italy,2010,"Chuao, Hacienda San Jose",70.0,3.0
781,693,Domori,Italy,2011,"Canoabo, Hacienda San Jose",70.0,3.5
782,863,Domori,Italy,2012,Morogoro,70.0,3.5
783,863,Domori,Italy,2012,Guasare,70.0,3.75
784,1109,Domori,Italy,2013,"IL100, H. San Jose, batch NDL3A01",100.0,3.0
785,1672,Domori,Italy,2015,Hacienda Victoria,70.0,3.75
786,1672,Domori,Italy,2015,Ocumare 77,70.0,3.75
787,2040,Domori,Italy,2018,Tanzania,70.0,4.0
788,1672,Dormouse,U.K.,2015,"Rio Caribe, Batch 7",70.0,2.5
789,1676,Dormouse,U.K.,2015,"Colombia, Batch 9",80.0,2.75
790,1676,Dormouse,U.K.,2015,"Madagascar, Batch 8",77.0,2.75
791,1880,Dormouse,U.K.,2016,Non Pariel Estate,75.0,2.75
792,2052,Dormouse,U.K.,2018,"Kablon Farm, batch 242",71.5,2.75
793,2052,Dormouse,U.K.,2018,"Verapaz, batch 254",72.0,3.5
794,2096,Dormouse,U.K.,2018,"Piura, batch 274",80.0,3.5
795,2696,Dormouse,U.K.,2021,"Trio Reserve, 2020 h. batch D002",78.0,3.25
796,2390,Double Spiral,U.S.A.,2019,Oko Caribe,75.0,2.5
797,2390,Double Spiral,U.S.A.,2019,Kokoa Kamili,70.0,2.75
798,2390,Double Spiral,U.S.A.,2019,Hispaniola,75.0,3.0
799,523,Duffy's,U.K.,2010,Star of Ecuador,70.0,2.5
800,516,Duffy's,U.K.,2010,Panama,70.0,3.5
801,516,Duffy's,U.K.,2010,"Corazon del Ecuador, Calceta beans",72.0,3.75
802,523,Duffy's,U.K.,2010,Star of Peru,70.0,3.75
803,697,Duffy's,U.K.,2011,"Bocas del Toro, Tierra Oscura",72.0,3.0
804,697,Duffy's,U.K.,2011,"Nicaliso, Xoco",71.0,3.25
805,661,Duffy's,U.K.,2011,Dominican Republic,65.0,3.5
806,765,Duffy's,U.K.,2011,Ocumare,71.0,3.5
807,623,Duffy's,U.K.,2011,"Indio Rojo, Xoco",72.0,3.75
808,923,Duffy's,U.K.,2012,Ocumare,72.0,3.75
809,1331,Duffy's,U.K.,2014,"Chuno, Xoco",70.0,3.5
810,1331,Duffy's,U.K.,2014,"Rico Rugoso, Xoco",76.0,3.75
811,1662,Duffy's,U.K.,2015,"Rio Dulce, Xoco",70.0,4.0
812,1964,Duffy's,U.K.,2017,Eti-Oni,70.0,2.75
813,2100,Duffy's,U.K.,2018,Mayan Red,80.0,3.25
814,2366,Duffy's,U.K.,2019,South Cotabato,70.0,3.5
815,2648,Duffy's,U.K.,2021,"Juno, batch 201006",70.0,3.5
816,1506,Dulcinea,U.S.A.,2015,"Dominican Republic, batch 1507",70.0,3.25
817,841,Durand,France,2012,Madagascar,82.0,2.75
818,1630,Durci,U.S.A.,2015,Taino Secret,70.0,3.25
819,1630,Durci,U.S.A.,2015,"Carenero, Empyrean Sabor",70.0,3.25
820,1626,Durci,U.S.A.,2015,"Maranon, Joya Rara",70.0,3.5
821,1626,Durci,U.S.A.,2015,"Rio Caribe, Tepui Treasure",70.0,3.5
822,1630,Durci,U.S.A.,2015,Corona Arriba,70.0,4.0
823,2040,Durci,U.S.A.,2018,Piura Blanco,70.0,4.0
824,1343,East Van Roasters,Canada,2014,"Peru, batch P116",70.0,3.25
825,1343,East Van Roasters,Canada,2014,"Madagascar, batch M132",70.0,3.5
826,1343,East Van Roasters,Canada,2014,"Dominican Republic, batch DR113",70.0,3.75
827,1812,Eau de Rose,Canada,2016,Tumaco,70.0,3.25
828,1812,Eau de Rose,Canada,2016,Arauca,70.0,3.25
829,919,Eclat (Felchlin),U.S.A.,2012,"Maranon, Good & Evil, w/ nibs",72.0,2.75
830,2358,Eclat (Fruition),U.S.A.,2019,"NOE, nacional/criollo, batch 1",80.0,3.5
831,1876,Edelmond,Germany,2016,Porcelana,68.0,3.0
832,2534,El Buen,U.S.A.,2020,"Akessons, Sambirano Valley",70.0,3.0
833,2534,El Buen,U.S.A.,2020,Tumaco,70.0,3.0
834,252,El Ceibo,Bolivia,2008,Alto Beni,71.0,2.75
835,709,El Ceibo,Bolivia,2011,"Alto Beni, Covendo Region",75.0,3.75
836,32,El Rey,Venezuela,2006,"Carenero Superior, Gran Saman",70.0,2.75
837,206,El Rey,Venezuela,2008,"Carenero Superior, Apamate",74.0,2.5
838,206,El Rey,Venezuela,2008,"Carenero Superior, Bucare",58.0,2.5
839,206,El Rey,Venezuela,2008,"Carenero Superior, Mijao",61.0,3.0
840,439,El Rey,Venezuela,2009,"Rio Caribe, Cariaco",60.5,2.75
841,439,El Rey,Venezuela,2009,"Rio Caribe, Macuro",70.0,3.0
842,1662,El Rey,Venezuela,2015,San Joaquin,70.0,3.75
843,2382,Eldora,U.S.A.,2019,"Polochic, batch 711",70.0,3.5
844,1137,Emerald Estate,St. Lucia,2013,Emerald Estate,60.0,2.75
845,1137,Emerald Estate,St. Lucia,2013,Emerald Estate,70.0,3.25
846,1450,Emily's,Japan,2015,Patanemo,79.0,3.0
847,1454,Emily's,Japan,2015,Peru,78.0,3.5
848,2114,Encuentro,France,2018,Oko Caribe,70.0,3.25
849,2108,Encuentro,France,2018,Pisa w/ nibs,70.0,3.5
850,2108,Encuentro,France,2018,Asochivite,70.0,3.5
851,2118,Encuentro,France,2018,Bejofo,70.0,3.5
852,1916,ENNA,U.S.A.,2016,"Wampusirpi, batch 007",75.0,3.25
853,2198,ENNA,U.S.A.,2018,"Ben Tre, batch 77",72.0,3.0
854,2350,ENNA,U.S.A.,2019,Gola Rainforest,70.0,2.5
855,2350,ENNA,U.S.A.,2019,Kokoa Kamili,80.0,3.0
856,2350,ENNA,U.S.A.,2019,"Maiden Voyage Estate, Herbert Pasqual",72.0,3.5
857,565,Enric Rovira (Claudio Corallo),Spain,2010,"Terreiro Velho P., Sao Tome & Principe",80.0,3.25
858,1209,Erithaj (A. Morin),France,2014,Ham Luong,80.0,3.0
859,1205,Erithaj (A. Morin),France,2014,Ben Tre,70.0,3.25
860,1209,Erithaj (A. Morin),France,2014,"Ba Lai, Mekong Delta",74.0,3.25
861,252,Escazu,U.S.A.,2008,Ocumare,72.0,3.0
862,414,Escazu,U.S.A.,2009,Guapiles,65.0,2.0
863,431,Escazu,U.S.A.,2009,"Carenero, Guapiles, Ocumare blend",74.0,2.75
864,423,Escazu,U.S.A.,2009,Carenero Superior,81.0,3.5
865,903,Escazu,U.S.A.,2012,Rio Caribe,70.0,2.75
866,2570,Escazu,U.S.A.,2021,"""Roasted Cocoa Nibs"", Latin America Blend, b.060321",65.0,3.0
867,2570,Escazu,U.S.A.,2021,"Arhuacos, Sierra Nevada, batch 060221",70.0,3.5
868,666,Ethel's Artisan (Mars),U.S.A.,2011,"Peru, Madagascar",55.0,2.5
869,666,Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,55.0,2.5
870,666,Ethel's Artisan (Mars),U.S.A.,2011,Porcelana,70.0,2.5
871,672,Ethel's Artisan (Mars),U.S.A.,2011,"Venezuela, Trinidad",62.0,2.5
872,666,Ethel's Artisan (Mars),U.S.A.,2011,Red Vanilla,62.0,2.75
873,1275,Ethereal,U.S.A.,2014,Belize,80.0,3.0
874,1275,Ethereal,U.S.A.,2014,Ecuador,80.0,3.5
875,1275,Ethereal,U.S.A.,2014,Dominican Republic,80.0,3.75
876,2142,Ethereal,U.S.A.,2018,Guatemala,80.0,3.5
877,2664,Ethereal,U.S.A.,2021,Uganda,70.0,3.0
878,2450,Exquisito,U.S.A.,2019,"Maranon, Fortunato",73.0,3.0
879,565,Fearless (AMMA),U.S.A.,2010,"Monte Alegre, D. Badaro, Raw, Organic",75.0,2.75
880,1736,Feitoria Cacao,Portugal,2016,Cuyagua,76.0,2.5
881,1736,Feitoria Cacao,Portugal,2016,Maya Mountain,76.0,2.75
882,1732,Feitoria Cacao,Portugal,2016,Blue Mountain,76.0,3.0
883,105,Felchlin,Switzerland,2006,Supremo- SF,62.0,2.0
884,48,Felchlin,Switzerland,2006,"Madagascar, Grand Cru",64.0,3.0
885,48,Felchlin,Switzerland,2006,Maracaibo Clasificado,65.0,3.0
886,105,Felchlin,Switzerland,2006,Elvesia P.,74.0,3.0
887,48,Felchlin,Switzerland,2006,Arriba,72.0,3.5
888,56,Felchlin,Switzerland,2006,"Alto Beni, Cru Savage",68.0,4.0
889,494,Felchlin,Switzerland,2010,Grenada,58.0,3.5
890,1283,Finca,U.S.A.,2014,Puerto Rico,65.0,2.25
891,1287,Finca,U.S.A.,2014,Dominican Republic,85.0,2.5
892,1283,Finca,U.S.A.,2014,Dominican Republic,80.0,3.0
893,1283,Finca,U.S.A.,2014,Dominican Republic,70.0,3.25
894,2474,Finnia,Canada,2020,Honduras,70.0,2.75
895,2482,Finnia,Canada,2020,"Chigorodo, batch 001",70.0,2.75
896,2478,Finnia,Canada,2020,Mexico,70.0,3.0
897,2486,Finnia,Canada,2020,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",70.0,3.25
898,2398,Firetree,U.K.,2019,Mindanao Island,73.0,3.25
899,2394,Firetree,U.K.,2019,Karkar Island,72.0,3.5
900,2398,Firetree,U.K.,2019,Guadalcanal,69.0,3.5
901,2398,Firetree,U.K.,2019,Malekula Island,72.0,3.75
902,2154,Five (5)Mile,U.S.A.,2018,"Maya Mtn, batch 7C",75.0,2.75
903,2154,Five (5)Mile,U.S.A.,2018,"Monte Grande, batch 18",75.0,2.75
904,2154,Five (5)Mile,U.S.A.,2018,"Tumaco, batch 23abc",75.0,3.0
905,2150,Five (5)Mile,U.S.A.,2018,"Oko Caribe, San Fran. De Mac.,batch A",75.0,3.5
906,2202,FJAK,Norway,2018,Bejofo,70.0,3.0
907,2206,FJAK,Norway,2018,Goground,68.0,3.5
908,2206,FJAK,Norway,2018,Kokoa Kamili,70.0,3.5
909,1267,Forever Cacao,U.K.,2014,Rio Eni,72.0,2.75
910,1776,Forteza (Cortes),Puerto Rico,2016,Dominican Republic,70.0,2.75
911,1776,Forteza (Cortes),Puerto Rico,2016,Puerto Rico,80.0,2.75
912,1772,Fossa,Singapore,2016,"Akesson's E., Sambirano V.",70.0,2.75
913,1776,Fossa,Singapore,2016,"Camino Verde P., Balao, Guayas",75.0,3.5
914,1776,Fossa,Singapore,2016,"Kokoa Kamili Coop, Kilombero",67.0,3.75
915,2076,Fossa,Singapore,2018,Oko Caribe,72.0,2.75
916,2072,Fossa,Singapore,2018,Alto Beni,70.0,3.0
917,2072,Fossa,Singapore,2018,"Pak Eddy Farm, Yogyakarta Region",70.0,3.0
918,2072,Fossa,Singapore,2018,Davao,70.0,3.25
919,2072,Fossa,Singapore,2018,Pisa,68.0,3.5
920,2430,Fossa,Singapore,2019,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70.0,3.0
921,2430,Fossa,Singapore,2019,"Ottange Farm, Mava Plantation, Sambirano",70.0,3.5
922,2712,Fossa,Singapore,2021,"Burang, Popayato-Paquat microlot, Goranulo Province",72.0,3.5
923,2712,Fossa,Singapore,2021,"Semai Community, Kamping Long B, Pahang",72.0,3.5
924,2318,Foundry,New Zealand,2019,"Kulkul P., Karkar Island, 2018 h., batch PK019",70.0,3.0
925,2322,Foundry,New Zealand,2019,"Alto Beni, 2017 h.",70.0,3.0
926,2322,Foundry,New Zealand,2019,"Masidau Farm, batch VM021",70.0,3.0
927,2322,Foundry,New Zealand,2019,"Tumaco, 2017 h., batch U022",70.0,3.0
928,2318,Foundry,New Zealand,2019,"Kilombero Valley, 2017 h., batch TK020",70.0,3.25
929,2322,Foundry,New Zealand,2019,"Camino Verde, 2017 h., batch EC019",70.0,3.75
930,2326,Foundry,New Zealand,2019,"Ucayali, 2017 h., batch PU024",70.0,3.75
931,915,Franceschi,Venezuela,2012,Sur del Lago,60.0,3.5
932,911,Franceschi,Venezuela,2012,Canoabo,70.0,3.75
933,1355,Franceschi,Venezuela,2014,"Choroni, batch 210414",70.0,3.5
934,1355,Franceschi,Venezuela,2014,"Ocumare, batch 210414",70.0,3.75
935,2044,Franceschi,Venezuela,2018,Rio Caribe,60.0,2.5
936,2100,Franceschi,Venezuela,2018,"Sur del Lago, Zulia",70.0,3.0
937,2122,Franceschi,Venezuela,2018,"Chuao, batch 4, Lot DH17",85.0,3.0
938,2100,Franceschi,Venezuela,2018,"Carenero, Miranda",70.0,3.25
939,2118,Franceschi,Venezuela,2018,"Cuyagua, batch 4, lot DC2.3",72.0,3.5
940,1351,Frederic Blondeel,Belgium,2014,Ghana,60.0,3.5
941,1351,Frederic Blondeel,Belgium,2014,Madagascar,65.0,3.5
942,1542,Frederic Blondeel,Belgium,2015,Vietnam,80.0,3.0
943,1538,Frederic Blondeel,Belgium,2015,Costa Rica,70.0,3.5
944,1538,Frederic Blondeel,Belgium,2015,Peru Brutus,75.0,3.5
945,781,French Broad,U.S.A.,2011,"Maranon Canyon, Fortunato No. 4",70.0,3.5
946,785,French Broad,U.S.A.,2011,La Red,65.0,3.5
947,887,French Broad,U.S.A.,2012,"Palo Blanco w/ panela, Chulucanas, b. 120725A",81.0,2.0
948,883,French Broad,U.S.A.,2012,"Tumbes Coop, batch 120724M",70.0,2.5
949,883,French Broad,U.S.A.,2012,"Palo Blanco, Chulucanas, b. 120725A",66.0,3.5
950,1042,French Broad,U.S.A.,2013,"Palo Blanco, Chulucanas",66.0,3.5
951,1209,French Broad,U.S.A.,2014,San Andres,80.0,3.0
952,1295,French Broad,U.S.A.,2014,Matagalpa,68.0,3.25
953,1634,French Broad,U.S.A.,2015,Guatemala,73.0,3.5
954,1940,French Broad,U.S.A.,2017,"Norandino, batch 161208",70.0,3.5
955,2430,French Broad,U.S.A.,2019,"Animalai, batch 1063",71.0,3.25
956,370,Fresco,U.S.A.,2009,"Jamaica, #204, DR, SC",80.0,2.75
957,370,Fresco,U.S.A.,2009,"Jamaica, #206, DR, LC",70.0,3.0
958,370,Fresco,U.S.A.,2009,"Jamaica, #205, DR, MC",70.0,3.25
959,370,Fresco,U.S.A.,2009,"Carenero Superior, #203, MR, SC",65.0,3.5
960,636,Fresco,U.S.A.,2011,"Ghana, #211, MR, MC",74.0,2.75
961,682,Fresco,U.S.A.,2011,"Sambirano Valley, #214, LR, MC",74.0,2.75
962,688,Fresco,U.S.A.,2011,"Sambirano Valley, #215, MR, MC",74.0,3.0
963,642,Fresco,U.S.A.,2011,"Jamaica, #209, DR, SC",70.0,3.25
964,682,Fresco,U.S.A.,2011,"Conacado, #213, DR, -C",72.0,3.25
965,745,Fresco,U.S.A.,2011,"Chuao, #218, MR, MC, batch 11-020",76.0,3.25
966,642,Fresco,U.S.A.,2011,"Conacado, #212, LR, SC",72.0,3.5
967,642,Fresco,U.S.A.,2011,"Jamaica, #210, DR, MC",70.0,3.5
968,745,Fresco,U.S.A.,2011,"Chuao, #217, DR, MC, batch 11-021",70.0,4.0
969,931,Fresco,U.S.A.,2012,"Markham Valley, #222, LR, 0C",69.0,3.0
970,899,Fresco,U.S.A.,2012,"Markham Valley, #219, LR, MC",69.0,3.5
971,899,Fresco,U.S.A.,2012,"Markham Valley, #221, DR, MC",69.0,3.5
972,915,Fresco,U.S.A.,2012,"Sambirano Valley, #216, MR, LC",74.0,4.0
973,927,Fresco,U.S.A.,2012,"Markham Valley, #220, MR, MC",69.0,4.0
974,1030,Fresco,U.S.A.,2013,"Conacado, #223, MR, SC, batch 13-051",72.0,3.25
975,1081,Fresco,U.S.A.,2013,"Conacado, #224, MR, MC, batch 13-061",72.0,3.75
976,1117,Fresco,U.S.A.,2013,"San Martin, Bellavista Coop, #226, DR, MC",70.0,3.75
977,1149,Fresco,U.S.A.,2013,"Bellavista Coop, #225, LR, MC, CG Exclusive",70.0,4.0
978,1383,Fresco,U.S.A.,2014,"Maranon, #228, MR, SC",70.0,3.0
979,1383,Fresco,U.S.A.,2014,"Maranon, #227, LR, MC",70.0,3.5
980,1383,Fresco,U.S.A.,2014,"Maranon, #229, MR, LC",70.0,3.5
981,1387,Fresco,U.S.A.,2014,"Maranon, #230, DR, LC",70.0,3.5
982,2024,Fresco,U.S.A.,2017,"Polochic Valley, LR, LC, batch 17-203",70.0,3.5
983,2028,Fresco,U.S.A.,2017,"Polochic Valley, DR, LC, batch 17-201",70.0,3.5
984,2024,Fresco,U.S.A.,2017,"Polochic Valley, MR, LC, batch 17-189",70.0,3.75
985,2174,Fresco,U.S.A.,2018,"Chuao, MR, SC, batch 18-224",72.0,3.25
986,2174,Fresco,U.S.A.,2018,Carupano Pintao,72.0,3.5
987,2708,Fresco,U.S.A.,2021,"Lamas, Oro Verde, #280, MR 0C, batch 21-457",74.0,3.0
988,2642,Fresco,U.S.A.,2021,"ABOCFA, #260, LR-SC, batch 20-335",68.0,3.25
989,2708,Fresco,U.S.A.,2021,"Lamas, Oro Verde, #282, DR MC, batch 21-451",74.0,3.25
990,2642,Fresco,U.S.A.,2021,"ABOCFA, #261, DR-MC, batch 21-448",68.0,3.5
991,2644,Fresco,U.S.A.,2021,"O'Payo Profundo, Waslala, MR-MC, #271, b. 21-431",70.0,3.5
992,2704,Fresco,U.S.A.,2021,"Sambirano V., #290, MR MC, batch 21-454",70.0,3.5
993,2644,Fresco,U.S.A.,2021,"O'Payo Profundo, Waslala, DR-LC, #271, b. 21-433",70.0,3.75
994,2644,Fresco,U.S.A.,2021,"Chuao Village, BR-SC, batch 21-437",68.0,4.0
995,2000,Fresh Coast,U.S.A.,2017,"Fazenda Camboa, Bahia",70.0,3.5
996,2000,Fresh Coast,U.S.A.,2017,"Kokoa Kamili, Kilombero District",70.0,3.75
997,1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,70.0,3.5
998,1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,70.0,3.5
999,1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,70.0,4.0
1000,1912,Friis Holm,Denmark,2016,"Rugoso, Bad Fermentation",70.0,3.5
1001,1956,Friis Holm,Denmark,2017,Barba,70.0,3.75
1002,2126,Friis Holm,Denmark,2018,"La Dalia, Lazy Growers Blend",60.0,3.0
1003,2130,Friis Holm,Denmark,2018,"Chuno, 2x turned",70.0,3.0
1004,2126,Friis Holm,Denmark,2018,"La Dalia, Lazy Growers Blend",70.0,3.25
1005,2134,Friis Holm,Denmark,2018,Rugoso,70.0,3.25
1006,2122,Friis Holm,Denmark,2018,"O'Payo, Wasalala Co-op",68.0,3.5
1007,2130,Friis Holm,Denmark,2018,"Chuno, 3x turned",70.0,3.5
1008,2122,Friis Holm,Denmark,2018,Johe,70.0,3.75
1009,2126,Friis Holm,Denmark,2018,Medagla,70.0,3.75
1010,2130,Friis Holm,Denmark,2018,Nicaliso,70.0,3.75
1011,2126,Friis Holm,Denmark,2018,Indio Rojo,70.0,4.0
1012,2130,Friis Holm,Denmark,2018,"Rugoso, Bad Fermentation",70.0,4.0
1013,623,Friis Holm (Bonnat),Denmark,2011,"Johe, Xoco",70.0,3.25
1014,623,Friis Holm (Bonnat),Denmark,2011,"Chuno, Xoco",70.0,3.5
1015,623,Friis Holm (Bonnat),Denmark,2011,"Nicaliso, Xoco",70.0,3.5
1016,895,Friis Holm (Bonnat),Denmark,2012,"Chuno, triple turned, Xoco",70.0,3.25
1017,899,Friis Holm (Bonnat),Denmark,2012,"Red Mayan, Xoco",70.0,3.25
1018,899,Friis Holm (Bonnat),Denmark,2012,"Chuno, double turned, Xoco",70.0,3.25
1019,923,Friis Holm (Bonnat),Denmark,2012,"Rugoso, Xoco",70.0,3.75
1020,1034,Friis Holm (Bonnat),Denmark,2013,"Barba, Xoco",70.0,3.25
1021,1034,Friis Holm (Bonnat),Denmark,2013,"Medagla, Xoco",70.0,3.5
1022,1259,Friis Holm (Bonnat),Denmark,2014,La Dalia,70.0,3.5
1023,1680,Friis Holm (Bonnat),Denmark,2015,La Dalia,60.0,3.0
1024,1680,Friis Holm (Bonnat),Denmark,2015,La Dalia,85.0,3.25
1025,781,Fruition,U.S.A.,2011,Costa Rica,70.0,3.0
1026,753,Fruition,U.S.A.,2011,Signature Blend,66.0,3.25
1027,863,Fruition,U.S.A.,2012,Peru,70.0,2.5
1028,1185,Fruition,U.S.A.,2013,Camino Verde,75.0,3.0
1029,1046,Fruition,U.S.A.,2013,La Red,70.0,3.75
1030,1359,Fruition,U.S.A.,2014,Maranon,76.0,3.0
1031,1347,Fruition,U.S.A.,2014,Gran Couva,70.0,3.75
1032,1780,Fruition,U.S.A.,2016,"Wild Bolivian, Batch 2",74.0,3.75
1033,1780,Fruition,U.S.A.,2016,"Coto Brus, Heirloom, Batch 1",74.0,4.0
1034,2366,Fruition,U.S.A.,2019,"Tumaco, batch 2",85.0,3.5
1035,2278,Fruition,U.S.A.,2019,"Sambirano, Akessons, batch 1",74.0,3.75
1036,2550,Fruition,U.S.A.,2021,"Los Bejucos, batch 1",77.0,3.25
1037,2554,Fruition,U.S.A.,2021,"Hispaniola, Dom. Rep. blend, batch 50",68.0,3.75
1038,2664,Fruition,U.S.A.,2021,"Ucayali, batch 1",72.0,3.75
1039,2174,Fu Wan,Taiwan,2018,"Taiwan, #1",70.0,2.5
1040,2190,Fu Wan,Taiwan,2018,Madagascar,70.0,3.0
1041,2202,Fu Wan,Taiwan,2018,Tanzania,70.0,3.0
1042,2202,Fu Wan,Taiwan,2018,Chuao,70.0,3.5
1043,1367,Garden Island,U.S.A.,2014,"Kaua'i Island, Alea Estate +world",85.0,2.5
1044,1642,Georgia Ramon,Germany,2015,Akesson P.,65.0,3.25
1045,1646,Georgia Ramon,Germany,2015,Conacado Coop,70.0,3.5
1046,1646,Georgia Ramon,Germany,2015,Conacado Coop,80.0,3.5
1047,1646,Georgia Ramon,Germany,2015,Akesson P.,75.0,3.5
1048,1642,Georgia Ramon,Germany,2015,ABOCFA Coop,70.0,4.0
1049,2012,Georgia Ramon,Germany,2017,"Rabot Estate, Island Growers",77.0,3.5
1050,2012,Georgia Ramon,Germany,2017,"Porcelana, La Orquidea, Santa Barbara, Zulia",75.0,3.5
1051,2096,Georgia Ramon,Germany,2018,Cahabon E.,72.0,2.75
